,tweets,sentiment,predict_sentiment
1074,"['jaga', 'prokes', 'waspada', 'menkes', 'covid', 'varian', 'xbb', 'temu', 'indonesia', 'covid', 'varian', 'xbb', 'budi', 'indonesia', 'aman', 'covid', 'ayo', 'vaksin', 'booster', 'dosis', 'cegah', 'covid']",1.0,1.0
1281,"['selamat', 'siang', 'tumpang', 'kakak', 'jarak', 'usia', 'wajib', 'vaksin', 'tiga', 'booster', 'tumpang', 'vaksin', 'booster']",1.0,1.0
4549,"['informasi', 'vaksin', 'booster', 'surabaya', 'cari', 'bangett']",-1.0,-1.0
4356,"['layan', 'vaksin', 'booster', 'cgk', 'tumpang', 'garuda']",1.0,1.0
1142,"['ayo', 'laukuan', 'vaksin', 'booster']",1.0,1.0
2778,"['warga', 'sragen', 'tolak', 'vaksin', 'booster', 'migran', 'bantu', 'edukasi']",-1.0,1.0
4590,"['sore', 'sahabat', 'sedia', 'layan', 'vaksin', 'booster', 'bandar', 'udara', 'syamsudin', 'noor', 'terimakasih', 'miftah']",1.0,1.0
3340,"['habis', 'vaksin', 'booster', 'snge', 'jing']",1.0,1.0
655,"['habis', 'vaksin', 'booster', 'tangan', 'sakit']",-1.0,-1.0
4376,"['vaksin', 'booster', 'parah', 'efek', 'linu', 'lengan', 'kiri', 'rasa', 'demam', 'badan', 'lemes', 'hari', 'ganti', 'baju', 'effort', 'vaksin', 'booster', 'puji', 'tuhan', 'aman', 'gel', 'bagi', 'bekas', 'sunti']",1.0,-1.0
4768,"['informasi', 'vaksin', 'booster', 'solo', 'teman']",1.0,1.0
1652,"['lengkap', 'vaksin', 'vaksin', 'booster', 'lupa', 'terap', 'protokol', 'sehat', 'putus', 'rantai', 'covid', 'status', 'pandemi']",1.0,1.0
5014,"['vaksin', 'booster', 'kebal', 'tubuh']",-1.0,-1.0
1879,"['sleman', 'sertu', 'dedi', 'sidokarto', 'koramil', 'godean', 'kodim', 'sleman', 'mendampi', 'tim', 'puskeswan', 'uptd', 'godean', 'laksana', 'vaksin', 'booster', 'cegah', 'sakit', 'mulut', 'kaki', 'kelompok', 'ternak', 'sido', 'manunggal', 'jetis', 'sidokarto', 'godean', 'slemansenin']",-1.0,-1.0
3985,"['wajib', 'vaksin', 'booster', 'kai', 'daop', 'purwokerto', 'ingat', 'syarat', 'jalan', 'kakak', 'jarak', 'baru']",1.0,1.0
1726,"['tetep', 'jaga', 'prokes', 'hidup', 'sehat', 'teman', 'lupa', 'vaksin', 'booster', 'bentuk', 'kebal', 'tubuh', 'imun', 'kuat']",1.0,1.0
3576,"['nct', 'dream', 'movie', 'pas', 'bioskop', 'wajib', 'vaksin', 'booster']",1.0,1.0
381,"['maaf', 'kakak', 'krl', 'tugas', 'ditanyain', 'vaksin', 'booster', 'vaksin', 'dosis', 'rencana', 'krl', 'jogjasolo', 'besok']",1.0,1.0
712,"['jaga', 'prokes', 'waspada', 'menkes', 'covid', 'varian', 'xbb', 'temu', 'indonesia', 'covid', 'varian', 'xbb', 'budi', 'indonesia', 'aman', 'covid', 'ayo', 'vaksin', 'booster', 'dosis', 'cegah', 'covid']",1.0,1.0
4221,"['sore', 'bu', 'dok', 'kramat', 'layan', 'vaksin', 'booster', 'terimakasih', 'bu']",1.0,1.0
422,"['february', 'diawalin', 'vaksin', 'booster', 'covid', 'thankfully', 'banget', 'kerja', 'debest', 'ngutamain', 'karyawannya', 'best', 'partner', 'best', 'pren', 'pokok', 'daily', 'akuu']",1.0,1.0
1128,"['informasi', 'lokasi', 'jadwal', 'vaksin', 'booster', 'kota', 'bekas', 'desember', 'kilas', 'cimahi', 'kilas', 'cimahi']",-1.0,-1.0
2543,"['vaksin', 'booster', 'ready', 'stok', 'juragan', 'order', 'ongkoskirim', 'packingnya', 'kko', 'double', 'wrap', 'double', 'karton', 'same', 'day']",-1.0,-1.0
1197,"['rek', 'informasi', 'vaksin', 'booster', 'ndek', 'kota', 'terima', 'kasih']",1.0,1.0
3125,"['berita', 'covid', 'lonjak', 'gara-gara', 'event', 'ngundang', 'bunch', 'prick', 'bal', 'entah', 'salah', 'warga', 'negara', 'daerah', 'taat', 'prokes', 'ada', 'vaksin', 'booster', 'nusantara', 'rilis', 'ratus', 'ribu', 'produk', 'virus', 'bisnis']",1.0,1.0
124,"['vaksin', 'booster', 'lindung', 'ekstra', 'lupa', 'pakai', 'jaga', 'jarak', 'cuci', 'tangan', 'pakai', 'sabun', 'hindar', 'covid', 'pandemi']",1.0,1.0
102,"['fasilitas', 'vaksin', 'booster', 'stasiun']",1.0,1.0
1199,"['habis', 'vaksin', 'booster', 'sakit', 'banget', 'lengan']",-1.0,1.0
2771,"['stasiun', 'kota', 'malang', 'layan', 'vaksin', 'booster']",-1.0,-1.0
5250,"['vaksin', 'booster', 'anjing', 'habis']",-1.0,-1.0
1477,"['terima', 'vaksin', 'booster', 'capai', 'juta']",1.0,1.0
2860,"['informasi', 'vaksin', 'booster', 'bekas']",-1.0,-1.0
1362,"['tdnya', 'tidakmau', 'vaksin', 'booster', 'krna', 'lemes', 'gel', 'vaksin', 'krna', 'takut', 'ayo', 'bunuh', 'wkwkwkwk']",-1.0,1.0
2462,"['laku', 'vaksin', 'booster', 'tolak', 'cianjur']",-1.0,-1.0
2894,"['vaksin', 'booster', 'kurang', 'resiko', 'sakit', 'mati']",-1.0,-1.0
135,"['kalauu', 'vaksin', 'booster', 'gmna', 'cek']",-1.0,-1.0
2937,"['wiku', 'vaksin', 'booster', 'capai', 'target', 'tetap']",1.0,1.0
2789,"['masyarakat', 'rentan', 'proteksi', 'vaksin', 'booster']",-1.0,-1.0
4326,"['lena', 'gomez', 'positif', 'covid', 'ingat', 'fans', 'vaksin', 'booster']",1.0,1.0
1730,"['vaksin', 'booster', 'lupa', 'tetep', 'jaga', 'prokes', 'minum', 'minum', 'vitamin', 'tetep', 'kuat']",-1.0,1.0
3624,"['tiket', 'mudik', 'nataru', 'kai', 'beli', 'november', 'syarat', 'vaksin', 'booster']",-1.0,1.0
2970,"['vaksin', 'booster', 'jakarta', 'selatan', 'buka', 'melulu', 'tunda', 'dapat', 'vaksin', 'lengkap']",1.0,1.0
907,"['covid', 'varian', 'xxb', 'potensi', 'sebar', 'cepat', 'vaksin', 'booster', 'hadir', 'cegah', 'sebar', 'covid', 'sedia', 'daerah', 'indonesia', 'masyarakat']",1.0,1.0
4638,"['hutang', 'berkas', 'sumpah', 'advokat', 'sertifikat', 'vaksin', 'booster']",-1.0,1.0
3388,"['um', 'rek', 'informasi', 'vaksin', 'booster', 'area', 'malang', 'kota', 'urgent']",-1.0,-1.0
4801,"['beneran', 'sibuk', 'banget', 'cari', 'vaksin', 'booster', 'susah']",1.0,-1.0
3731,"['gilaaa', 'kayak', 'syarat', 'nonton', 'konser', 'vaksin', 'booster', 'tambahin', 'milik', 'akal', 'sehat']",1.0,1.0
1840,"['first', 'time', 'main', 'menang', 'erti', 'main', 'ayo', 'maju', 'takut', 'vaksin', 'booster', 'hahaha']",1.0,1.0
3574,"['dreamies', 'nonton', 'pvj', 'vaksin', 'booster', 'sender', 'vaksin', 'booster', 'desember', 'tengah', 'informasi']",1.0,1.0
3608,"['vaksin', 'booster', 'lupa', 'terap', 'protokol', 'sehat', 'putus', 'sebar', 'covid', 'varian', 'omicron', 'mal', 'central', 'park', 'morningg', 'redaksi', 'velvet']",1.0,1.0
3127,"['jog', 'informasi', 'vaksin', 'booster', 'besok', 'area', 'scbd', 'suwun']",1.0,1.0
4634,"['teman', 'vaksin', 'booster', 'bner', 'bner', 'sakit', 'apa', 'even', 'batuk', 'dikitt', 'tidakapa-apa', 'gaak']",-1.0,-1.0
4274,"['mjb', 'vaksin', 'booster', 'bulan', 'langka', 'banget', 'kosong']",-1.0,-1.0
2582,"['kerja', 'mudah', 'dosis', 'tiga', 'vaksinasi', 'lanjutusia', 'capai', 'persen', 'target', 'nasional', 'provinsi', 'indonesia', 'timur', 'suntik', 'vaksin', 'booster', 'persen', 'target', 'lanjutusia']",1.0,1.0
144,"['vaksin', 'booster', 'terap', 'protokol', 'sehat', 'kunci', 'pisah', 'muncul', 'virus', 'covid', 'varian']",1.0,1.0
380,"['vaksin', 'booster', 'hindar', 'beban', 'hidup', 'sakit', 'anjing', 'dosis']",-1.0,-1.0
4988,"['stasiun', 'yogyakarta', 'sedia', 'layan', 'vaksin', 'booster', 'tumpang', 'terimakasih']",1.0,1.0
3208,"['vaksin', 'booster', 'lupa', 'terap', 'protokol', 'sehat', 'putus', 'sebar', 'covid', 'varian', 'omicron']",1.0,1.0
5521,"['kasih', 'bahan', 'baca', 'paham', 'denial', 'vaksin', 'booster', 'benci', 'ngungkapin', 'buruk', 'vaks', 'mobil', 'ev', 'mobil', 'safety', 'denial']",1.0,1.0
121,"['open', 'tembak', 'vaksin', 'booster', 'only', 'booster', 'minat', 'dm']",-1.0,1.0
611,"['nawang', 'keto', 'sing', 'metoh', 'piss', 'too', 'metoh', 'sertifikat', 'vaksin', 'ajak', 'vaksin', 'booster', 'gen']",1.0,1.0
3544,"['pcr', 'jadi', 'syarat', 'jarak', 'vaksin', 'booster']",1.0,1.0
1219,"['budur', 'berkerjasama', 'dok', 'polresta', 'sidoarjo', 'gelar', 'vaksin', 'booster', 'masyarakat', 'budur', 'tempat', 'mapolsek', 'budur']",1.0,1.0
418,"['kawal', 'cepat', 'vaksinasi', 'ubud', 'monitoring', 'giat', 'vaksin', 'booster']",1.0,1.0
3940,"['vaksin', 'booster', 'sepi', 'males', 'banget', 'ngantriii']",-1.0,-1.0
1287,"['lupa', 'lengah', 'terap', 'disiplin', 'prokes', 'terima', 'vaksinasi', 'wajib', 'terap', 'disiplin', 'prokes', 'terima', 'dosis', 'vaksin', 'booster', 'segera', 'terima']",1.0,1.0
1608,"['keki', 'sertifikat', 'vaksin', 'booster', 'wae', 'iso', 'gae', 'munggah', 'kaji']",1.0,1.0
2481,"['sunti', 'vaksin', 'booster', 'covid', 'dosis', 'istana', 'presiden', 'bogor', 'jenis', 'vaksin', 'booster', 'terima', 'vaksin', 'indovac']",1.0,1.0
5802,"['teman', 'vaksin', 'vaksin', 'booster', 'semibggi', 'jarak', 'butuh', 'sertifikat', 'vaksin', 'boostee']",-1.0,-1.0
4479,"['informasi', 'vaksin', 'booster', 'jakartadepok']",1.0,1.0
5189,"['vaksin', 'booster', 'habis']",1.0,1.0
1242,"['vaksin', 'booster', 'efek', 'doyan', 'makan', 'anugerah']",1.0,1.0
2366,"['ajak', 'masyarakat', 'vaksin', 'booster', 'covid']",1.0,1.0
248,"['jarak', 'vaksin', 'tahun', 'vaksin', 'booster', 'dips']",1.0,1.0
2535,"['catat', 'bhwa', 'pasien', 'covid', 'alami', 'gejala', 'berat', 'tinggal', 'mayoritas', 'pasien', 'vaksin', 'booster', 'vaksin', 'booster', 'tekan', 'risiko', 'sakit', 'kritis', 'mati', 'covid']",-1.0,-1.0
5206,"['vaksin', 'booster', 'habis', 'vaksin']",1.0,1.0
447,"['nafsu', 'makan', 'tingkat', 'vaksin', 'booster']",1.0,1.0
5081,"['cari', 'vaksin', 'booster', 'susah', 'tumben', 'daerah', 'jadwal', 'vaksin', 'booster']",-1.0,-1.0
3360,"['lonjak', 'angkaangka', 'indikator', 'pandemi', 'menkes', 'ungkap', 'tinggal', 'gejala', 'parah', 'banyak', 'vaksin', 'booster']",-1.0,-1.0
1176,"['efek', 'vaksin', 'booster', 'parah', 'banget', 'yaallah', 'tangan', 'kiri', 'sakit', 'banget', 'kaku', 'tambah', 'meriang']",-1.0,-1.0
4793,"['vaksin', 'booster', 'kakakperempuan', 'habis', 'faskes']",1.0,1.0
5588,"['informasi', 'vaksin', 'booster', 'sedia', 'dmna']",1.0,1.0
3459,"['gasalah', 'vaksin', 'booster', 'gausah']",-1.0,-1.0
4222,"['susah', 'banget', 'cari', 'vaksin', 'booster', 'nyesel', 'banget']",-1.0,-1.0
2843,"['subvarian', 'covid', 'muncul', 'vaksin', 'booster']",1.0,1.0
5108,"['pusing', 'cari', 'vaksin', 'booster', 'sekali', 'pfizer', 'jenis', 'vaksin', 'booster', 'vaksing', 'booster', 'gimanaa', 'habis', 'stock', 'vaksin', 'ketemu', 'ayanknya']",-1.0,-1.0
3276,"['ngirimin', 'makan', 'mastiin', 'makan', 'sehat', 'heheheheheheh', 'makas', 'sumpaaahhh', 'beneran', 'ikut', 'vaksin', 'booster', 'aduh']",1.0,1.0
3822,"['monggo', 'masyarakat', 'vaksin', 'covid', 'kepolisianresor', 'madiun', 'sedia', 'vaksin', 'gratis', 'selasa', 'wib', 'wib', 'ruang', 'sidokes', 'kepolisianresor', 'madiun', 'syarat', 'bawa', 'fc', 'kartutandapenduduk', 'kakak', 'vaksin', 'booster', 'vaksin', 'primer']",1.0,1.0
414,"['sepi', 'tambah', 'atur', 'vaksin', 'booster', 'ancuuurr']",1.0,-1.0
3119,"['simak', 'jadwal', 'vaksin', 'booster', 'sidoarjo', 'senin', 'november']",1.0,-1.0
4098,"['alas', 'tidakbisa', 'vaksin', 'booster', 'tinggal', 'faskes']",1.0,1.0
654,"['bodo', 'banget', 'vaksin', 'booster', 'tidakbisa']",-1.0,1.0
4258,"['bekas', 'sekitar', 'informasi', 'vaksin', 'booster', 'pfizer']",-1.0,-1.0
2418,"['mbah', 'istri', 'tinggal', 'daerah', 'seragen', 'vaksin', 'booster', 'demam', 'jalan', 'tinggal', 'dunia', 'sehat', 'walafiat', 'lesson', 'learnednya', 'lab', 'silah', 'vaksin', 'paksa']",1.0,1.0
1310,"['suaratnua', 'vaksin', 'booster', 'unt', 'libur', 'nataru']",1.0,1.0
3289,"['patuh', 'protokol', 'sehat', 'vaksin', 'booster']",1.0,1.0
2732,"['respons', 'khofifah', 'indar', 'parawansa', 'masyarakat', 'vaksin', 'booster', 'meminimalisir', 'parah', 'papar', 'covid']",-1.0,-1.0
5523,"['informasi', 'vaksin', 'booster', 'bogor', 'moots']",1.0,1.0
1419,"['masyarakat', 'atas', 'segera', 'laku', 'vaksin', 'booster', 'sukses', 'program', 'vaksinasi', 'covid', 'indonesia', 'sehat']",1.0,1.0
589,"['ayo', 'vaksin', 'booster', 'laku', 'vaksin', 'kebal', 'bersmaa']",1.0,1.0
5475,"['sodara', 'vaksin', 'booster', 'komorbid', 'berangkat', 'antigen']",-1.0,-1.0
1097,"['pasti', 'sebar', 'covid', 'henti', 'vaksin', 'booster', 'gelar']",1.0,1.0
3857,"['lek', 'informasi', 'vaksin', 'booster', 'paran', 'kasihan', 'bathesda', 'wes', 'penuh', 'teko', 'jam', 'buka']",1.0,1.0
2441,"['malam', 'dada', 'panas', 'banget', 'sek', 'panas', 'tenggorok', 'kering', 'banget', 'curiga', 'ngikutin', 'berita', 'covid', 'tidaktahu', 'gejala', 'varian', 'percayadiri', 'vaksin', 'booster', 'yekan']",1.0,1.0
4100,"['selamat', 'siang', 'berangkat', 'jakarta', 'yogyakarta', 'lempuyangan', 'wajib', 'vaksin', 'booster']",-1.0,-1.0
1971,"['siap', 'vial', 'vaksin', 'booster', 'dosis', 'mulaidilaksanakan']",1.0,1.0
2146,"['vaksin', 'booster', 'ajak', 'masyarakat', 'interaksi', 'tenaga', 'sehat', 'lanjutusia']",1.0,1.0
1789,"['wali', 'maaf', 'konteks', 'warga', 'solo', 'informasi', 'vaksin', 'booster', 'trimakasih']",1.0,1.0
3080,"['vaksin', 'booster', 'lupa', 'terap', 'protokol', 'sehat', 'putus', 'sebar', 'covid', 'varian', 'omicron']",1.0,1.0
5815,"['gokar', 'informasi', 'jadwal', 'vaksin', 'booster', 'besok', 'karawang', 'plis', 'butuh', 'banget']",-1.0,-1.0
2517,"['pagi', 'ar', 'selesai', 'vaksin', 'booster', 'vaksin']",1.0,1.0
208,"['tumpang', 'vaksin', 'booster', 'jarak', 'vaksin', 'pesan', 'tiket', 'atur', 'keluar', 'kmarin', 'telepon', 'kai', 'suruh', 'batalin', 'tiket', 'solusi', 'bijak']",1.0,1.0
5405,"['vaksin', 'booster', 'wakil', 'opung', 'booster', 'opungbiar', 'sehat']",1.0,1.0
2157,"['menteri', 'bumn', 'bumn', 'jaga', 'mandiri', 'sehat', 'produksi', 'vaksin', 'booster', 'indovac', 'karya', 'anak', 'bangsa']",1.0,1.0
425,"['surabaya', 'gelar', 'vaksin', 'booster', 'lanjutusia', 'warga', 'cari', 'booster', 'selenggara', 'vaksin', 'simak', 'lokasi', 'jadwal', 'rek']",1.0,1.0
3941,"['dips', 'teman', 'informasi', 'vaksin', 'booster', 'dongg', 'makasihh']",1.0,1.0
4015,"['covid', 'dec', 'vaksin', 'long', 'covid', 'uban', 'kepala', 'lupa', 'covid', 'omicron', 'booster', 'berat', 'istirahat', 'jalan', 'singapur', 'percaya', 'vaksinbooster', 'works', 'mknya', 'aman', 'jalan']",1.0,1.0
5573,"['brita', 'pok', 'dadak', 'jatuh', 'tinggal', 'teman', 'pas', 'ubah', 'vaksin', 'sakit', 'anak', 'umur', 'banget', 'pilek', 'keluarga', 'vaksin', 'booster']",1.0,1.0
5200,"['vaksin', 'booster', 'pfizer', 'sedia', 'batas', 'butuh', 'banget', 'maaf', 'cela', 'terima', 'kasih']",-1.0,1.0
1297,"['ngronggot', 'akp', 'samsul', 'hadish', 'anggota', 'laksana', 'giat', 'gebyar', 'vaksin', 'kepolisianresor', 'nganjuk', 'rangka', 'cepat', 'vaksin', 'booster', 'laksana', 'kelut']",1.0,1.0
2996,"['untung', 'vaksin', 'booster']",1.0,1.0
5421,"['cari', 'lokasi', 'vaksin', 'booster', 'pedulilindungi']",-1.0,-1.0
2210,"['bukti', 'pasien', 'covid', 'tinggal', 'dunia', 'booster', 'vaksin', 'booster', 'saran', 'terima', 'kebal', 'tubuh', 'vaksin', 'booster', 'wajib', 'prokes']",-1.0,-1.0
5460,"['ayo', 'cek', 'tiket', 'jadwal', 'vaksin', 'booster', 'peduli', 'lindung']",1.0,1.0
4209,"['informasi', 'vaksin', 'booster', 'pleasee']",1.0,1.0
1888,"['lindung', 'tambah', 'lanjutusia', 'vaksin', 'booster', 'lupa', 'semangat', 'lindung', 'virus', 'corona']",1.0,1.0
4112,"['ayo', 'ayo', 'vaksin', 'booster']",1.0,1.0
4303,"['bus', 'informasi', 'vaksin', 'booster', 'daerah', 'bus', 'manggis']",1.0,1.0
3464,"['besok', 'vaksin', 'booster', 'kerjasamanya', 'tensi']",-1.0,-1.0
2124,"['profesor', 'goblokaturannya', 'vaksin', 'booster', 'lengkaptrus', 'bahasa', 'dicekalseolah', 'jahatgak', 'patuh', 'atur', 'nyalahkan']",1.0,1.0
4725,"['ujan', 'nambah', 'nambahin', 'halu', 'ren', 'tenang', 'shay', 'anak', 'kuat', 'vaksin', 'booster', 'pacar', 'empat']",1.0,-1.0
3317,"['review', 'vaksin', 'booster', 'pas', 'tusuk', 'sakit', 'samasekali', 'sakit']",-1.0,-1.0
1344,"['selamat', 'siang', 'vaksin', 'booster', 'dosis', 'empat', 'fasilitas', 'sehat', 'kai', 'stasiun', 'sedia', 'terimakasih']",1.0,1.0
4961,"['vaksin', 'booster', 'karanganyar', 'kosong', 'tunggu', 'kirim', 'provinsi', 'tribun', 'jateng']",-1.0,-1.0
5659,"['panik', 'surabaya', 'vaksin', 'booster', 'terbang', 'berangkat', 'jadwal', 'full', 'istirahat', 'demam', 'gara', 'vaksin']",-1.0,-1.0
437,"['vaksin', 'booster', 'indonesia', 'juta', 'duduk']",1.0,1.0
3849,"['pagi', 'admin', 'vaksin', 'booster', 'sedia', 'stasiun']",1.0,1.0
994,"['milik', 'tahu', 'paham', 'mould', 'spesialis', 'injection', 'plastic', 'vaksin', 'booster', 'bukti', 'pedulilindungi', 'milik', 'riwayat', 'sakit', 'berat', 'sedia', 'ikut', 'rangkai', 'rekrutmen', 'cikarang', 'selatan']",-1.0,-1.0
4763,"['abai', 'prokes', 'disiplin', 'vaksinasi', 'pandemi', 'terap', 'prokes', 'ketat', 'vaksin', 'booster', 'cegah', 'sebar', 'covid', 'booster', 'prokes', 'kunci', 'pisah', 'lawan', 'pandemi']",-1.0,-1.0
107,"['sebenernya', 'blio', 'blio', 'semangat', 'nulis', 'enih', 'vaksin', 'booster']",1.0,1.0
29,"['pergi', 'ppkm', 'pakai', 'vaksin', 'booster']",1.0,1.0
4664,"['informasi', 'terbang', 'knobth', 'vaksin', 'booster', 'pcrantigen']",1.0,1.0
1564,"['narapidana', 'anak', 'lpka', 'blitar', 'anak', 'jalan', 'vaksin', 'covid', 'dosis', 'vaksin', 'booster', 'laku']",-1.0,-1.0
1905,"['akhirnyaaa', 'vaksin', 'booster', 'pulangggg', 'rumah', 'bareng', 'crush', 'jejer']",1.0,1.0
1321,"['gebyar', 'vaksin', 'booster', 'kepolisianresor', 'mojokerto', 'kota', 'sasar', 'ajar', 'jetis', 'mojokerto', 'dm', 'tag']",1.0,1.0
2388,"['pakai', 'kaos', 'vaccines', 'vaksin', 'booster']",-1.0,1.0
584,"['vaksin', 'booster', 'booster', 'tydac', 'copid', 'antibodi', 'bagus']",1.0,1.0
2575,"['admin', 'syarat', 'tumpang', 'vaksin', 'booster', 'laku', 'umur', 'usia', 'wajib', 'vaksin', 'kakak', 'jarak', 'terimakasih']",1.0,1.0
2414,"['henti', 'vaksin', 'vaksin', 'booster']",-1.0,-1.0
4470,"['vaksin', 'booster', 'lupa', 'terap', 'protokol', 'sehat', 'mana', 'putus', 'sebar', 'virus', 'varian']",1.0,1.0
3481,"['ayo', 'maju', 'vaksin', 'booster']",1.0,1.0
5437,"['oktober', 'capai', 'vaksin', 'booster', 'persen', 'target']",1.0,1.0
5741,"['wts', 'want', 'sell', 'tiket', 'nct', 'neo', 'city', 'link', 'jakarta', 'tix', 'cat', 'alas', 'jual', 'vaksin', 'booster', 'pakai', 'surat', 'kuasa', 'jakarta', 'serious', 'buyer', 'only', 'any', 'proof', 'given']",1.0,1.0
2314,"['vaksin', 'booster', 'usia', 'omicron', 'tekan']",1.0,-1.0
2213,"['november', 'suntik', 'vaksin', 'booster', 'dosis', 'vaksin', 'indovac', 'harap', 'jadi', 'indonesia', 'mandiri', 'daulat', 'bidang', 'sehat', 'wujud']",1.0,1.0
915,"['jaga', 'tular', 'covid', 'vaksin', 'booster', 'lanjutusia', 'ncovid', 'nbooster', 'ncovid']",-1.0,1.0
746,"['infoo', 'vaksin', 'booster', 'jarak', 'tetep', 'swab', 'butuh', 'infoooo']",-1.0,-1.0
2008,"['mudah', 'vaksin', 'booster', 'gratis']",1.0,1.0
4840,"['selamat', 'pagi', 'buk', 'vaksin', 'booster', 'sedia', 'nggk', 'buk']",1.0,1.0
5792,"['informasi', 'vaksin', 'booster', 'acara', 'daihatsu']",1.0,1.0
5833,"['vaksin', 'booster', 'bogor', 'alami', 'kekosonganstok']",-1.0,-1.0
4681,"['vaksin', 'booster', 'daerah', 'bekas', 'nyediain']",-1.0,-1.0
5888,"['informasi', 'vaksin', 'booster', 'bsd']",1.0,1.0
1869,"['layan', 'vaksin', 'booster', 'paroki', 'sragen', 'lengkap']",1.0,1.0
5060,"['informasi', 'layan', 'vaksin', 'booster', 'kawan']",1.0,1.0
4701,"['hurung', 'sido', 'gess', 'tertawa', 'moga', 'juang', 'cari', 'vaksin', 'booster', 'duluu']",1.0,1.0
881,"['polresta', 'sidoarjo', 'masif', 'vaksin', 'booster', 'jelang', 'libur', 'nataru']",1.0,1.0
3402,"['nyata', 'pasien', 'tinggal', 'covid', 'vaksin', 'booster']",1.0,1.0
5707,"['curahanhati', 'cari', 'vaksin', 'booster', 'sambang', 'beda', 'tigatiganya', 'kosong', 'tidakapa-apa', 'sebel', 'pegawainy', 'ajjrrrje', 'nyolot', 'gwbtanya', 'nyolot', 'ajjrr', 'kaya', 'woiii']",-1.0,-1.0
3471,"['naik', 'covid', 'kota', 'surakarta', 'kebut', 'vaksinasi', 'kuat', 'vaksin', 'booster', 'vaksin', 'booster', 'dapat', 'fasilitas', 'sehat', 'dekat']",1.0,1.0
4369,"['pasti', 'vaksin', 'booster']",1.0,1.0
5169,"['tiang', 'maan', 'vaksin', 'booster', 'timpal', 'yange', 'ane', 'keto', 'sube', 'kaorahin', 'mevaksin', 'apang', 'sehat', 'awake']",1.0,1.0
90,"['milik', 'sertifikasi', 'boiler', 'sio', 'boiler', 'vaksin', 'booster', 'covid', 'gabung', 'cepat', 'cv', 'kirim', 'email', 'miuraindonesiacom', 'carboncopy', 'gitasinagacom', 'subject', 'email', 'midopbnama']",1.0,1.0
1694,"['ayo', 'jaga', 'protokol', 'sehat', 'hindar', 'covid', 'ayo', 'hidup', 'sehatt', 'vaksin', 'booster']",1.0,1.0
1892,"['dear', 'vaksin', 'booster', 'peduli', 'lindung', 'daftar', 'booster', 'kartu', 'vaksin', 'rumah', 'sakit', 'jarak']",1.0,1.0
4478,"['maju', 'takut', 'vaksin', 'booster']",1.0,1.0
5107,"['informasi', 'vaksin', 'booster', 'urgent', 'banget']",1.0,1.0
624,"['masuk', 'nomor', 'vaksin', 'booster', 'coba']",-1.0,1.0
69,"['sudahsudahla', 'penat', 'covid', 'saje', 'covid', 'pakai', 'mask', 'vaksin', 'booster', 'ikhtiar']",1.0,1.0
1436,"['informasi', 'vaksin', 'booster', 'besoktempat', 'test', 'swab', 'pcr', 'cepat', 'fren']",1.0,1.0
3405,"['jasa', 'joki', 'vaksin', 'booster', 'tembus', 'peduli', 'lindung', 'layan', 'vaksin', 'sinopharmgotong', 'royong', 'hapus', 'data', 'vaksin', 'vaksin', 'dosis', 'lengkap', 'paksa', 'booster', 'proses', 'harga', 'dm']",1.0,1.0
808,"['vaksin', 'booster', 'insyaallah', 'izin', 'tuabismillah', 'wish', 'luck']",1.0,-1.0
3801,"['teliti', 'dosis', 'vaksin', 'booster', 'tingkat', 'mampu', 'antibodi', 'menetralisir', 'subturunan', 'omicron', 'bicara', 'turun', 'suruh', 'dosis', 'bual', 'henti']",-1.0,-1.0
293,"['dajjal', 'indonesia', 'paspor', 'wajib', 'vaksin', 'booster', 'pcr', 'danlainlain']",-1.0,-1.0
1350,"['cerita', 'nganterin', 'tiket', 'vaksin', 'booster', 'september', 'alam', 'booster', 'tajurhalang', 'vaksin', 'covid', 'sana', 'tugas', 'sana', 'rekomendasi', 'kmn', 'vaksin', 'sedia']",1.0,1.0
445,"['two', 'brother', 'law', 'pindah', 'dunia', 'bada', 'vaksin', 'booster', 'moga', 'almarhum', 'ampun', 'dosa', 'terima', 'amal', 'ibadah', 'aamiin']",1.0,1.0
468,"['siiihhh', 'hobi', 'banget', 'sakit', 'ku', 'tidakapa-apa', 'kuath', 'vaksin', 'booster']",-1.0,-1.0
5526,"['luhut', 'aku', 'vaksin', 'booster']",1.0,1.0
3295,"['adik', 'ipar', 'vaksin', 'booster', 'tuntut', 'kerja', 'pingsan', 'prof', 'efek', 'vaksin', 'seram']",-1.0,1.0
432,"['vaksin', 'booster', 'susah', 'vaksin', 'ngelayani', 'cari', 'layan', 'vaksin', 'faskes', 'layan', 'vaksin', 'booster', 'celik']",-1.0,-1.0
2133,"['vaksin', 'booster', 'atur', 'musjika', 'nyusahin', 'keluarga', 'salah']",1.0,1.0
3458,"['aktri', 'vaksin', 'tiket', 'vaksin', 'booster', 'muncul']",1.0,1.0
5339,"['wir', 'kayak', 'giiveaway', 'seram', 'data', 'dipake', 'sumpah', 'vaksin', 'booster']",-1.0,-1.0
577,"['vaksin', 'booster', 'test', 'alat', 'audit', 'tetep', 'positif', 'kunci', 'alat', 'test', 'sehat', 'kadang', 'deteksi', 'positif', 'buat', 'istilah', 'bual', 'otg', 'kunci']",1.0,1.0
4335,"['oke', 'teman', 'informasi', 'vaksin', 'booster', 'area', 'cibubur', 'siap', 'xixiix']",1.0,1.0
